IN NO EVENT SHALL MOUNT SINAI HOSPITAL BE LIABLE TO ANY PARTY FOR DIRECT, INDIRECT, SPECIAL, INCIDENTAL, OR CONSEQUENTIAL
DAMAGES, INCLUDING LOST PROFITS, ARISING OUT OF THE USE OF THIS SOFTWARE AND ITS DOCUMENTATION, EVEN IF MOUNT SINAI HOSPITAL
HAS BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGE.

MOUNT SINAI HOSPITAL SPECIFICALLY DISCLAIMS ANY IMPLIED WARRANTIES OF MERCHANTABILITY AND FITNESS FOR A PARTICULAR PURPOSE.
THE SOFTWARE AND ACCOMPANYING DOCUMENTATION, IF ANY, PROVIDED HEREUNDER IS PROVIDED "AS IS". MOUNT SINAI HOSPITAL HAS NO
OBLIGATION TO PROVIDE MAINTENANCE, SUPPORT, UPDATES, ENHANCEMENTS, OR MODIFICATIONS.

Published research assisted by this document should cite the original publishing author, as well as:
In any articles making use of this data, please refer to:
Stark C, Breitkreutz BJ, Reguly T, Boucher L, Breitkreutz A, Tyers M. BioGRID: A General Repository for Interaction Datasets. Nucleic Acids Res. Jan1;34:D535-9.

This data is distributed for research purposes only, and is provided WITHOUT ANY WARRANTY.

----------------------------------------------------------------------------------------------------

Brief Description of the Columns: 

A.) INTERACTOR_A			Unique ID for Interacting Partner A
B.) INTERACTOR_B			Unique ID for Interacting Partner B
C.) OFFICIAL_SYMBOL_FOR_A
D.) OFFICIAL_SYMBOL_FOR_B
E.) ALIASES_FOR_A			List of common names for geneA, separated by '|'
F.) ALIASES_FOR_B			List of common names for geneB, separated by '|'
G.) EXPERIMENTAL_SYSTEM			System in which the interaction was shown
H.) SOURCE				Author/s of the interaction
I.) PUBMED_ID				PubMed_ID of the paper, separated by ';'
J.) ORGANISM_A_ID				NCBI ID of Gene A Organism
K.) ORGANISM_B_ID				NCBI ID of Gene B Organism

----------------------------------------------------------------------------------------------------
File Version: 2.0.56
----------------------------------------------------------------------------------------------------

INTERACTOR_A	INTERACTOR_B	OFFICIAL_SYMBOL_A	OFFICIAL_SYMBOL_B	ALIASES_FOR_A	ALIASES_FOR_B	EXPERIMENTAL_SYSTEM	SOURCE	PUBMED_ID	ORGANISM_A_ID	ORGANISM_B_ID
EG8673	EG65277	VAMP8	Vti1a	EDB	Vti1	Affinity Capture-Western	Antonin W (2000)	11101518	9606	10116
EG8673	EG59074	VAMP8	Stx8	EDB	N/A	Affinity Capture-Western	Antonin W (2000)	11101518	9606	10116
EG116549	YDR496C	Csnk2a1	PUF6	N/A	N/A	Biochemical Activity	Deng Y (2008)	18413716	10116	4932
EG360820	EG170922	Pxn	Ilk	N/A	N/A	Affinity Capture-Western	Nikolopoulos SN (2001)	11304546	10116	10116
EG114901	EG65040	Argbp2	Dlgap1	N/A	Gkap	Affinity Capture-Western	Kawabe H (1999)	10521485	10116	10116
EG24598	EG29161	Nos1	Cav3	bNOS	MGC105449	Affinity Capture-Western	Venema VJ (1997)	9353265	10116	10116
EG29161	EG24598	Cav3	Nos1	MGC105449	bNOS	Affinity Capture-Western	Venema VJ (1997)	9353265	10116	10116
EG56011	EG29219	Ywhab	Snca	N/A	MGC105443	Affinity Capture-Western	Ostrerova N (1999)	10407019	10116	10116
EG29219	EG56011	Snca	Ywhab	MGC105443	N/A	Affinity Capture-Western	Ostrerova N (1999)	10407019	10116	10116
EG29219	EG29340	Snca	Prkce	MGC105443	Pkce	Affinity Capture-Western	Ostrerova N (1999)	10407019	10116	10116
EG29219	EG24680	Snca	Prkca	MGC105443	Pkca	Affinity Capture-Western	Ostrerova N (1999)	10407019	10116	10116
EG29219	EG24681	Snca	Prkcc	MGC105443	MGC105487|PKC|PKCI|Prkc|Prkcg|RATPKCI	Affinity Capture-Western	Ostrerova N (1999)	10407019	10116	10116
EG64639	EG29219	Bad	Snca	MGC72439	MGC105443	Affinity Capture-Western	Ostrerova N (1999)	10407019	10116	10116
EG29219	EG24703	Snca	Raf1	MGC105443	N/A	Affinity Capture-Western	Ostrerova N (1999)	10407019	10116	10116
EG29219	EG170851	Snca	Map2k1	MGC105443	Mek1	Affinity Capture-Western	Ostrerova N (1999)	10407019	10116	10116
EG25069	EG7186	Tnfrsf8	TRAF2	Cd30	MGC:45012|TRAP|TRAP3	Two-hybrid	Aizawa S (1997)	8999898	10116	9606
EG25069	EG7188	Tnfrsf8	TRAF5	Cd30	MGC:39780|RNF84	Two-hybrid	Aizawa S (1997)	8999898	10116	9606
EG29219	EG25085	Snca	Th	MGC105443	The	Affinity Capture-Western	Perez RG (2002)	11943812	10116	10116
EG25085	EG29219	Th	Snca	The	MGC105443	Affinity Capture-Western	Perez RG (2002)	11943812	10116	10116
EG116543	EG94188	Ebf1	Zfp423	Ebf|Olf1	Roaz	Two-hybrid	Tsai RY (1997)	9151733	10116	10116
EG78976	EG289023	Gpr54	Kiss1	Kiss1r	Eseptin	Protein-peptide	Kotani M (2001)	11457843	10116	10116
EG64391	EG64513	Dapk3	Pawr	Dapkl	Par-4|Par4	Two-hybrid	Page G (1999)	10580117	10116	10116
EG64391	EG29885	Dapk3	Rab3ip	Dapkl	RABIN3	Two-hybrid	Page G (1999)	10580117	10116	10116
EG64391	EG79255	Dapk3	Atf4	Dapkl	N/A	Two-hybrid	Page G (1999)	10580117	10116	10116
EG64391	EG24851	Dapk3	Tpm1	Dapkl	Tma2|Alpha-tm|Tmsa	Two-hybrid	Page G (1999)	10580117	10116	10116
EG64391	EG114512	Dapk3	Aatf	Dapkl	Ded	Reconstituted Complex	Page G (1999)	10580117	10116	10116
EG64391	EG114512	Dapk3	Aatf	Dapkl	Ded	Two-hybrid	Page G (1999)	10580117	10116	10116
EG64391	EG79255	Dapk3	Atf4	Dapkl	N/A	Two-hybrid	Page G (1999)	10602480	10116	10116
EG64391	EG24851	Dapk3	Tpm1	Dapkl	Tma2|Alpha-tm|Tmsa	Two-hybrid	Page G (1999)	10602480	10116	10116
EG64391	EG114512	Dapk3	Aatf	Dapkl	Ded	Two-hybrid	Page G (1999)	10602480	10116	10116
EG64391	EG29885	Dapk3	Rab3ip	Dapkl	RABIN3	Two-hybrid	Page G (1999)	10602480	10116	10116
EG64391	EG64513	Dapk3	Pawr	Dapkl	Par-4|Par4	Two-hybrid	Page G (1999)	10602480	10116	10116
EG64391	EG64513	Dapk3	Pawr	Dapkl	Par-4|Par4	Biochemical Activity	Page G (1999)	10602480	10116	10116
EG64513	EG64391	Pawr	Dapk3	Par-4|Par4	Dapkl	Reconstituted Complex	Page G (1999)	10602480	10116	10116
EG29546	EG78957	Homer1	Shank1	HOMER1F|Vesl-1	Shank1a|Spank1|Sstrip	Two-hybrid	Tu JC (1999)	10433269	10116	10116
EG29546	EG59312	Homer1	Shank3	HOMER1F|Vesl-1	Prosap2	Two-hybrid	Tu JC (1999)	10433269	10116	10116
EG29546	EG78957	Homer1	Shank1	HOMER1F|Vesl-1	Shank1a|Spank1|Sstrip	Reconstituted Complex	Tu JC (1999)	10433269	10116	10116
EG29546	EG59312	Homer1	Shank3	HOMER1F|Vesl-1	Prosap2	Reconstituted Complex	Tu JC (1999)	10433269	10116	10116
EG29546	EG78957	Homer1	Shank1	HOMER1F|Vesl-1	Shank1a|Spank1|Sstrip	Affinity Capture-Western	Tu JC (1999)	10433269	10116	10116
EG78957	EG29546	Shank1	Homer1	Shank1a|Spank1|Sstrip	HOMER1F|Vesl-1	Affinity Capture-Western	Tu JC (1999)	10433269	10116	10116
EG59312	EG286923	Shank3	Dlgap3	Prosap2	DAP-3|Dap3|SAPAP3	Two-hybrid	Tu JC (1999)	10433269	10116	10116
EG59312	EG286923	Shank3	Dlgap3	Prosap2	DAP-3|Dap3|SAPAP3	Reconstituted Complex	Tu JC (1999)	10433269	10116	10116
EG286923	EG59312	Dlgap3	Shank3	DAP-3|Dap3|SAPAP3	Prosap2	Reconstituted Complex	Tu JC (1999)	10433269	10116	10116
EG59312	EG24418	Shank3	Grm5	Prosap2	mGluR5|mGlur5	Reconstituted Complex	Tu JC (1999)	10433269	10116	10116
EG25454	EG18188	Gfra1	Nrtn	N/A	NTN	Reconstituted Complex	Klein RD (1997)	9192898	10116	10090
EG25454	EG25453	Gfra1	Gdnf	N/A	N/A	Reconstituted Complex	Klein RD (1997)	9192898	10116	10116
EG25454	EG25453	Gfra1	Gdnf	N/A	N/A	Reconstituted Complex	Jing S (1996)	8674117	10116	10116
EG25468	EG60465	Kcna2	Cttn	BK2|NGK1	Cttnb|MGC93456	Affinity Capture-Western	Hattan D (2002)	12151401	10116	10116
EG304807	EG299156	Mss4	Rab15	Rabif	N/A	Reconstituted Complex	Strick DJ (2002)	12105226	10116	10116
EG64667	EG64667	Sgta	Sgta	MGC105278|Stg	MGC105278|Stg	Reconstituted Complex	Cziepluch C (1998)	9557704	10116	10116
EG282173	EG80278	CDK5R1	Cdk5rap3	P25/P35	C53	Reconstituted Complex	Ching YP (2000)	10721722	9913	10116
EG282173	EG252827	CDK5R1	Cdk5rap1	P25/P35	N/A	Reconstituted Complex	Ching YP (2000)	10721722	9913	10116
EG282173	EG286919	CDK5R1	Cdk5rap2	P25/P35	N/A	Reconstituted Complex	Ching YP (2000)	10721722	9913	10116
EG13644	EG50646	Efs	Ptk2b	N/A	CAKbeta|Pyk2|MGC124628	Reconstituted Complex	Ohba T (1998)	9750131	10090	10116
EG50646	EG13644	Ptk2b	Efs	CAKbeta|Pyk2|MGC124628	N/A	Reconstituted Complex	Ohba T (1998)	9750131	10116	10090
EG50646	EG10278	Ptk2b	EFS	CAKbeta|Pyk2|MGC124628	EFS1|EFS2|HEFS|SIN	Reconstituted Complex	Ohba T (1998)	9750131	10116	9606
EG25738	EG65178	Plcg1	Snap91	PPLCA	Ap180	Reconstituted Complex	Han SJ (2002)	11779129	10116	10116
EG65178	EG25738	Snap91	Plcg1	Ap180	PPLCA	Affinity Capture-Western	Han SJ (2002)	11779129	10116	10116
EG25738	EG65178	Plcg1	Snap91	PPLCA	Ap180	Co-fractionation	Han SJ (2002)	11779129	10116	10116
EG83529	EG10018	Vdac1	BCL2L11	N/A	BAM|BIM|BOD|BimEL|BimL|BIM-alpha6|BIM-beta6|BIM-beta7	Reconstituted Complex	Sugiyama T (2002)	12118373	10116	9606
EG10018	EG83529	BCL2L11	Vdac1	BAM|BIM|BOD|BimEL|BimL|BIM-alpha6|BIM-beta6|BIM-beta7	N/A	Reconstituted Complex	Sugiyama T (2002)	12118373	9606	10116
EG6256	EG25591	RXRA	Adprt	NR2B1|MGC102720|FLJ16020|FLJ16733	MGC93658|Parp-1|Parp1	Reconstituted Complex	Miyamoto T (1999)	10082530	9606	10116
EG29737	EG25468	Kcnab1	Kcna2	KvBeta3|MGC105463	BK2|NGK1	Affinity Capture-Western	Kuryshev YA (2001)	11401852	10116	10116
EG117277	EG353227	Epn1	Zbtb16	N/A	Lx|Plzf|Zfp145|Znf145	Two-hybrid	Hyman J (2000)	10791968	10116	10116
EG117277	EG353227	Epn1	Zbtb16	N/A	Lx|Plzf|Zfp145|Znf145	Reconstituted Complex	Hyman J (2000)	10791968	10116	10116
EG117277	EG353227	Epn1	Zbtb16	N/A	Lx|Plzf|Zfp145|Znf145	Affinity Capture-Western	Hyman J (2000)	10791968	10116	10116
EG29722	EG351	Apbb1	APP	FE65	AAA|ABETA|ABPP|AD1|APPI|CTFgamma|CVAP|PN2	Affinity Capture-Western	Zambrano N (1997)	9045663	10116	9606
EG64462	EG10142	Csnk1d	AKAP9	N/A	AKAP350|AKAP450|CG-NAP|HYPERION|KIAA0803|MU-RMS-40.16A|PRKA9|YOTIAO	Two-hybrid	Sillibourne JE (2002)	12270714	10116	9606
EG58822	EG10142	Csnk1e	AKAP9	N/A	AKAP350|AKAP450|CG-NAP|HYPERION|KIAA0803|MU-RMS-40.16A|PRKA9|YOTIAO	Two-hybrid	Sillibourne JE (2002)	12270714	10116	9606
EG64462	EG10142	Csnk1d	AKAP9	N/A	AKAP350|AKAP450|CG-NAP|HYPERION|KIAA0803|MU-RMS-40.16A|PRKA9|YOTIAO	Biochemical Activity	Sillibourne JE (2002)	12270714	10116	9606
EG24768	EG297930	Scnn1g	Wwp1	ENaC	N/A	Reconstituted Complex	Malbert-Colas L (2003)	14556380	10116	10116
EG24768	EG292925	Scnn1g	Tsg101	ENaC	Rw	Reconstituted Complex	Malbert-Colas L (2003)	14556380	10116	10116
EG24768	EG7329	Scnn1g	UBE2I	ENaC	C358B7.1|P18|UBC9	Reconstituted Complex	Malbert-Colas L (2003)	14556380	10116	9606
EG64015	EG10657	Khdrbs3	KHDRBS1	Etle|Slm2	Sam68|p62|FLJ34027	Affinity Capture-Western	Stoss O (2001)	11118435	10116	9606
EG64015	EG91746	Khdrbs3	YT521	Etle|Slm2	KIAA1966|YTHDC1|YT521-B	Affinity Capture-Western	Stoss O (2001)	11118435	10116	9606
EG64015	EG8683	Khdrbs3	SFRS9	Etle|Slm2	SRp30c	Affinity Capture-Western	Stoss O (2001)	11118435	10116	9606
EG64015	EG3191	Khdrbs3	HNRPL	Etle|Slm2	P/OKcl.14|hnRNP-L|FLJ35509|HNRNPL	Affinity Capture-Western	Stoss O (2001)	11118435	10116	9606
EG64015	RP11-1114A5.1	Khdrbs3	RBMX	Etle|Slm2	HNRPG|RBMXP1|RBMXRT|RNMX|hnRNP-G	Affinity Capture-Western	Stoss O (2001)	11118435	10116	9606
EG64015	EG6294	Khdrbs3	SAFB	Etle|Slm2	DKFZp779C1727|HAP|HET|SAFB1	Affinity Capture-Western	Stoss O (2001)	11118435	10116	9606
EG64196	EG64015	Safb	Khdrbs3	N/A	Etle|Slm2	Two-hybrid	Stoss O (2001)	11118435	10116	10116
EG64015	EG117268	Khdrbs3	Khdrbs1	Etle|Slm2	P62|Sam68	Two-hybrid	Stoss O (2001)	11118435	10116	10116
EG64015	EG302855	Khdrbs3	LOC302855	Etle|Slm2	MGC114544|Rbmx	Two-hybrid	Stoss O (2001)	11118435	10116	10116
EG64015	EG64196	Khdrbs3	Safb	Etle|Slm2	N/A	Two-hybrid	Stoss O (2001)	11118435	10116	10116
EG64015	EG170956	Khdrbs3	N/A	Etle|Slm2	YT521	Two-hybrid	Stoss O (2001)	11118435	10116	10116
EG64015	EG64196	Khdrbs3	Safb	Etle|Slm2	N/A	Reconstituted Complex	Stoss O (2001)	11118435	10116	10116
EG64015	EG170956	Khdrbs3	N/A	Etle|Slm2	YT521	Reconstituted Complex	Stoss O (2001)	11118435	10116	10116
EG170840	EG25522	Slc40a1	Prkcz	Fpn1|Slc11a3|Slc39a1	14-3-3-zetaisoform|Pkcz|r14-3-3	Affinity Capture-Western	Gong J (1999)	10477520	10116	10116
EG170840	EG29738	Slc40a1	Kcnab2	Fpn1|Slc11a3|Slc39a1	N/A	Affinity Capture-Western	Gong J (1999)	10477520	10116	10116
EG29738	EG170840	Kcnab2	Slc40a1	N/A	Fpn1|Slc11a3|Slc39a1	Affinity Capture-Western	Gong J (1999)	10477520	10116	10116
EG29738	EG25522	Kcnab2	Prkcz	N/A	14-3-3-zetaisoform|Pkcz|r14-3-3	Affinity Capture-Western	Gong J (1999)	10477520	10116	10116
EG25522	EG170840	Prkcz	Slc40a1	14-3-3-zetaisoform|Pkcz|r14-3-3	Fpn1|Slc11a3|Slc39a1	Affinity Capture-Western	Gong J (1999)	10477520	10116	10116
EG25522	EG29738	Prkcz	Kcnab2	14-3-3-zetaisoform|Pkcz|r14-3-3	N/A	Affinity Capture-Western	Gong J (1999)	10477520	10116	10116
EG170840	EG29738	Slc40a1	Kcnab2	Fpn1|Slc11a3|Slc39a1	N/A	Reconstituted Complex	Gong J (1999)	10477520	10116	10116
EG170840	EG29738	Slc40a1	Kcnab2	Fpn1|Slc11a3|Slc39a1	N/A	Two-hybrid	Gong J (1999)	10477520	10116	10116
EG170840	EG29737	Slc40a1	Kcnab1	Fpn1|Slc11a3|Slc39a1	KvBeta3|MGC105463	Two-hybrid	Gong J (1999)	10477520	10116	10116
EG170840	EG170840	Slc40a1	Slc40a1	Fpn1|Slc11a3|Slc39a1	Fpn1|Slc11a3|Slc39a1	Two-hybrid	Gong J (1999)	10477520	10116	10116
EG25522	EG81730	Prkcz	Fez1	14-3-3-zetaisoform|Pkcz|r14-3-3	MGC105385	Two-hybrid	Kuroda S (1999)	9971736	10116	10116
EG57305	EG10911	Uts2r	UTS2	Gpr14|Senr	PRO1068|U-II|UCN2|UII	Reconstituted Complex	Liu Q (1999)	10581185	10116	9606
EG1394	EG29151	CRHR1	Ucn	CRF-R|CRF1|CRFR1|CRHR|CRHR1f|CRH-R1h	N/A	Reconstituted Complex	Lewis K (2001)	11416224	9606	10116
EG64680	EG29151	Crhr2	Ucn	Crf2r	N/A	Reconstituted Complex	Lewis K (2001)	11416224	10116	10116
EG12922	EG29151	Crhr2	Ucn	CRF-R2|CRFR2alpha|CRFR2beta|Crfr2	N/A	Reconstituted Complex	Lewis K (2001)	11416224	10090	10116
EG64680	EG90226	Crhr2	UCN2	Crf2r	SRP|UCNI|URP|UCN-II	Reconstituted Complex	Lewis K (2001)	11416224	10116	9606
EG64680	EG114131	Crhr2	UCN3	Crf2r	SCP|SPC|UCNIII|MGC119002	Reconstituted Complex	Lewis K (2001)	11416224	10116	9606
EG64680	EG171530	Crhr2	Ucn2	Crf2r	Ucn-2	Reconstituted Complex	Lewis K (2001)	11416224	10116	10090
EG64680	EG83428	Crhr2	Ucn3	Crf2r	N/A	Reconstituted Complex	Lewis K (2001)	11416224	10116	10090
EG57120	EG60562	GOPC	Stx6	CAL|FIG|GOPC1|PIST|dJ94G16.2	MGC93348	Reconstituted Complex	Charest A (2001)	11384996	9606	10116
EG57120	EG60562	GOPC	Stx6	CAL|FIG|GOPC1|PIST|dJ94G16.2	MGC93348	Affinity Capture-Western	Charest A (2001)	11384996	9606	10116
EG491	EG29495	ATP2B2	Dlgh4	PMCA2|PMCA2a|PMCA2i	PSD95|Sap90	Reconstituted Complex	DeMarco SJ (2001)	11274188	9606	10116
EG491	EG25252	ATP2B2	Dlgh1	PMCA2|PMCA2a|PMCA2i	Dlg1|SAP97	Reconstituted Complex	DeMarco SJ (2001)	11274188	9606	10116
EG491	EG64053	ATP2B2	Dlgh2	PMCA2|PMCA2a|PMCA2i	Dlg2	Reconstituted Complex	DeMarco SJ (2001)	11274188	9606	10116
EG493	EG29495	ATP2B4	Dlgh4	ATP2B2|DKFZp686M088|MXRA1|PMCA4|DKFZp686G08106|PMCA4b|PMCA4x	PSD95|Sap90	Reconstituted Complex	DeMarco SJ (2001)	11274188	9606	10116
EG493	EG25252	ATP2B4	Dlgh1	ATP2B2|DKFZp686M088|MXRA1|PMCA4|DKFZp686G08106|PMCA4b|PMCA4x	Dlg1|SAP97	Reconstituted Complex	DeMarco SJ (2001)	11274188	9606	10116
EG493	EG64053	ATP2B4	Dlgh2	ATP2B2|DKFZp686M088|MXRA1|PMCA4|DKFZp686G08106|PMCA4b|PMCA4x	Dlg2	Reconstituted Complex	DeMarco SJ (2001)	11274188	9606	10116
EG10691	EG25573	GMEB1	Ube2i	P96PIF|PIF96	MGC105476|UbcE2A	Two-hybrid	Kaul S (2002)	11812797	9606	10116
RP4-663D7.1	EG25573	GMEB2	Ube2i	KIAA1269|P79PIF|PIF79	MGC105476|UbcE2A	Two-hybrid	Kaul S (2002)	11812797	9606	10116
EG25573	EG24413	Ube2i	Nr3c1	MGC105476|UbcE2A	GR|Gcr|Grl	Reconstituted Complex	Kaul S (2002)	11812797	10116	10116
EG22196	EG24413	Ube2i	Nr3c1	5830467E05Rik|Mmubc9|UBC9|Ubce2i|Ubce9	GR|Gcr|Grl	Reconstituted Complex	Kaul S (2002)	11812797	10090	10116
EG25350	EG4239	Sftpd	MFAP4	SP-D|SPD	N/A	Reconstituted Complex	Lausen M (1999)	10542261	10116	9606
EG171123	EG25531	Rph3al	Rab3a	Noc2	RAB3	Reconstituted Complex	Haynes LP (2001)	11134008	10116	10116
EG5898	EG116654	RALA	Sec8l1	MGC48949|RAL	ALR|Sec8|Exoc4	Affinity Capture-MS	Brymora A (2001)	11406615	9606	10116
EG26989	EG26989	Cadps	Cadps	Caps|Caps1|Caps2	Caps|Caps1|Caps2	Reconstituted Complex	Walent JH (1992)	1516133	10116	10116
EG64513	EG7490	Pawr	WT1	Par-4|Par4	GUD|WAGR|WIT-2|WT33	Reconstituted Complex	Johnstone RW (1996)	8943350	10116	9606
EG2060	EG85238	EPS15	Synj1	AF-1P|AF1P|MLLT5	N/A	Reconstituted Complex	Haffner C (1997)	9428629	9606	10116
EG85238	EG313474	Synj1	N/A	N/A	Eps15	Reconstituted Complex	Haffner C (1997)	9428629	10116	10116
EG2885	EG85238	GRB2	Synj1	ASH|EGFRBP-GRB2|Grb3-3|MST084|MSTP084	N/A	Reconstituted Complex	Haffner C (1997)	9428629	9606	10116
EG85238	EG2060	Synj1	EPS15	N/A	AF-1P|AF1P|MLLT5	Far Western	Haffner C (1997)	9428629	10116	9606
EG5898	EG252881	RALA	Sec6l1	MGC48949|RAL	Sec6|rSec6|Exoc3	Affinity Capture-MS	Brymora A (2001)	11406615	9606	10116
EG5898	EG84014	RALA	Ralbp1	MGC48949|RAL	MGC108645	Affinity Capture-MS	Brymora A (2001)	11406615	9606	10116
EG65180	EG80333	Kcnd2	KCNIP4	Kv4.2|RK5|Shal1	CALP|KCHIP4|MGC44947	Affinity Capture-Western	Morohashi Y (2002)	11847232	10116	9606
EG1855	EG79257	DVL1	Axin1	DVL|MGC54245	Axin	Two-hybrid	Kishida S (1999)	10330181	9606	10116
EG79257	EG79257	Axin1	Axin1	Axin	Axin	Two-hybrid	Kishida S (1999)	10330181	10116	10116
EG79257	EG1857	Axin1	DVL3	Axin	KIAA0208	Two-hybrid	Kishida S (1999)	10330181	10116	9606
EG79257	EG2932	Axin1	GSK3B	Axin	N/A	Two-hybrid	Kishida S (1999)	10330181	10116	9606
EG79257	EG1499	Axin1	CTNNB1	Axin	CTNNB|FLJ25606|DKFZp686D02253|FLJ37923	Two-hybrid	Kishida S (1999)	10330181	10116	9606
EG79257	EG79257	Axin1	Axin1	Axin	Axin	Affinity Capture-Western	Kishida S (1999)	10330181	10116	10116
EG79257	EG79257	Axin1	Axin1	Axin	Axin	Reconstituted Complex	Kishida S (1999)	10330181	10116	10116
EG1855	EG79257	DVL1	Axin1	DVL|MGC54245	Axin	Affinity Capture-Western	Kishida S (1999)	10330181	9606	10116
EG79257	EG1855	Axin1	DVL1	Axin	DVL|MGC54245	Affinity Capture-Western	Kishida S (1999)	10330181	10116	9606
EG79257	EG1855	Axin1	DVL1	Axin	DVL|MGC54245	Reconstituted Complex	Kishida S (1999)	10330181	10116	9606
EG79257	EG324	Axin1	APC	Axin	DP2|DP2.5|DP3|FAP|GS	Reconstituted Complex	Kishida S (1999)	10330181	10116	9606
EG79257	EG1499	Axin1	CTNNB1	Axin	CTNNB|FLJ25606|DKFZp686D02253|FLJ37923	Reconstituted Complex	Kishida S (1999)	10330181	10116	9606
EG79257	EG2932	Axin1	GSK3B	Axin	N/A	Reconstituted Complex	Kishida S (1999)	10330181	10116	9606
EG2932	EG79257	GSK3B	Axin1	N/A	Axin	Reconstituted Complex	Kishida S (1999)	10330181	9606	10116
EG1855	EG79257	DVL1	Axin1	DVL|MGC54245	Axin	Reconstituted Complex	Kishida S (1999)	10330181	9606	10116
EG24468	EG3337	Hspa8	DNAJB1	Hsc70|MGC114311	HSPF1|Hsp40|Hdj1|Sis1	Two-hybrid	Melville MW (1999)	9920933	10116	9606
EG24468	EG286770	Hspa8	DNAJC3	Hsc70|MGC114311	N/A	Two-hybrid	Melville MW (1999)	9920933	10116	9913
EG286770	EG24468	DNAJC3	Hspa8	N/A	Hsc70|MGC114311	Reconstituted Complex	Melville MW (1999)	9920933	9913	10116
EG3337	EG24468	DNAJB1	Hspa8	HSPF1|Hsp40|Hdj1|Sis1	Hsc70|MGC114311	Reconstituted Complex	Melville MW (1999)	9920933	9606	10116
EG24211	EG29271	Atp1a1	Cfl1	Nkaa1b	N/A	Two-hybrid	Lee K (2001)	11139403	10116	10116
EG29271	EG24211	Cfl1	Atp1a1	N/A	Nkaa1b	Reconstituted Complex	Lee K (2001)	11139403	10116	10116
EG29271	EG24211	Cfl1	Atp1a1	N/A	Nkaa1b	Far Western	Lee K (2001)	11139403	10116	10116
EG54305	RP11-291O7.3	Sstr2	DLG3	Smstr2	KIAA1232|MRX|NE-Dlg|NEDLG|SAP102|MRX90	Two-hybrid	Zitzer H (1999)	10373412	10116	9606
EG54305	EG6640	Sstr2	SNTA1	Smstr2	SNT1|TACIP1|dJ1187J4.5	Two-hybrid	Zitzer H (1999)	10373412	10116	9606
EG54305	EG22941	Sstr2	SHANK2	Smstr2	CORTBP1|CTTNBP1|ProSAP1|SHANK|SPANK-3	Two-hybrid	Zitzer H (1999)	10373412	10116	9606
EG22941	EG54305	SHANK2	Sstr2	CORTBP1|CTTNBP1|ProSAP1|SHANK|SPANK-3	Smstr2	Far Western	Zitzer H (1999)	10373412	9606	10116
EG54305	EG171093	Sstr2	Shank2	Smstr2	CortBP1|ProSAP1|Spank-3	Affinity Capture-Western	Zitzer H (1999)	10373412	10116	10116
EG362566	EG64525	RGD1311221	Tceb1	MGC93681|Lrrc41	MGC72822	Co-fractionation	Kamura T (2001)	11384984	10116	10116
EG362566	EG81807	RGD1311221	Tceb2	MGC93681|Lrrc41	N/A	Co-fractionation	Kamura T (2001)	11384984	10116	10116
EG81807	EG64525	Tceb2	Tceb1	N/A	MGC72822	Co-fractionation	Kamura T (2001)	11384984	10116	10116
EG8065	EG25562	CUL5	Tceb3	VACM-1|VACM1	El|MGC93501	Reconstituted Complex	Kamura T (2001)	11384984	9606	10116
EG63887	EG10316	Nmu	NMUR1	N/A	(FM-3)|FM-3|GPC-R|GPR66|NMU1R|FM3	Reconstituted Complex	Howard AD (2000)	10894543	10116	9606
EG63887	EG56923	Nmu	NMUR2	N/A	FM4|NMU2R	Reconstituted Complex	Howard AD (2000)	10894543	10116	9606
EG11772	EG29211	Ap2a2	Spnb3	2410074K14Rik|Adtab|L25|AF006990|AW146353|C78001	Sptbn2	Two-hybrid	Page LJ (1999)	10477754	10090	10116
EG11772	EG171435	Ap2a2	N/A	2410074K14Rik|Adtab|L25|AF006990|AW146353|C78001	P34	Two-hybrid	Page LJ (1999)	10477754	10090	10116
EG290215	EG84479	Ap1g2 predicted	Ap1gbp1	N/A	Syng	Affinity Capture-Western	Page LJ (1999)	10477754	10116	10116
EG445356	EG116470	Stxbp6	Stx1a	Amisyn	N/A	Affinity Capture-Western	Scales SJ (2002)	12145319	10116	10116
EG116470	EG445356	Stx1a	Stxbp6	N/A	Amisyn	Affinity Capture-Western	Scales SJ (2002)	12145319	10116	10116
EG116470	EG445356	Stx1a	Stxbp6	N/A	Amisyn	Reconstituted Complex	Scales SJ (2002)	12145319	10116	10116
EG81803	EG445356	Stx4a	Stxbp6	N/A	Amisyn	Reconstituted Complex	Scales SJ (2002)	12145319	10116	10116
EG116470	EG25558	Stx1a	Stxbp1	N/A	ANC18HA|Munc18-1|NSEC1A|Sec1|n-sec1|rbSec1|rbSec1A|rbSec1B	Reconstituted Complex	Pevsner J (1994)	8108429	10116	10116
EG24923	EG25558	Stx1b2	Stxbp1	Stx1b|Stx2	ANC18HA|Munc18-1|NSEC1A|Sec1|n-sec1|rbSec1|rbSec1A|rbSec1B	Reconstituted Complex	Pevsner J (1994)	8108429	10116	10116
EG81802	EG25558	Stx3	Stxbp1	Stx3a	ANC18HA|Munc18-1|NSEC1A|Sec1|n-sec1|rbSec1|rbSec1A|rbSec1B	Reconstituted Complex	Pevsner J (1994)	8108429	10116	10116
