IN NO EVENT SHALL MOUNT SINAI HOSPITAL BE LIABLE TO ANY PARTY FOR DIRECT, INDIRECT, SPECIAL, INCIDENTAL, OR CONSEQUENTIAL
DAMAGES, INCLUDING LOST PROFITS, ARISING OUT OF THE USE OF THIS SOFTWARE AND ITS DOCUMENTATION, EVEN IF MOUNT SINAI HOSPITAL
HAS BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGE.

MOUNT SINAI HOSPITAL SPECIFICALLY DISCLAIMS ANY IMPLIED WARRANTIES OF MERCHANTABILITY AND FITNESS FOR A PARTICULAR PURPOSE.
THE SOFTWARE AND ACCOMPANYING DOCUMENTATION, IF ANY, PROVIDED HEREUNDER IS PROVIDED "AS IS". MOUNT SINAI HOSPITAL HAS NO
OBLIGATION TO PROVIDE MAINTENANCE, SUPPORT, UPDATES, ENHANCEMENTS, OR MODIFICATIONS.

Published research assisted by this document should cite the original publishing author, as well as:
In any articles making use of this data, please refer to:
Stark C, Breitkreutz BJ, Reguly T, Boucher L, Breitkreutz A, Tyers M. BioGRID: A General Repository for Interaction Datasets. Nucleic Acids Res. Jan1;34:D535-9.

This data is distributed for research purposes only, and is provided WITHOUT ANY WARRANTY.

----------------------------------------------------------------------------------------------------

Brief Description of the Columns: 

A.) INTERACTOR_A			Unique ID for Interacting Partner A
B.) INTERACTOR_B			Unique ID for Interacting Partner B
C.) OFFICIAL_SYMBOL_FOR_A
D.) OFFICIAL_SYMBOL_FOR_B
E.) ALIASES_FOR_A			List of common names for geneA, separated by '|'
F.) ALIASES_FOR_B			List of common names for geneB, separated by '|'
G.) EXPERIMENTAL_SYSTEM			System in which the interaction was shown
H.) SOURCE				Author/s of the interaction
I.) PUBMED_ID				PubMed_ID of the paper, separated by ';'
J.) ORGANISM_A_ID				NCBI ID of Gene A Organism
K.) ORGANISM_B_ID				NCBI ID of Gene B Organism

----------------------------------------------------------------------------------------------------
File Version: 2.0.56
----------------------------------------------------------------------------------------------------

INTERACTOR_A	INTERACTOR_B	OFFICIAL_SYMBOL_A	OFFICIAL_SYMBOL_B	ALIASES_FOR_A	ALIASES_FOR_B	EXPERIMENTAL_SYSTEM	SOURCE	PUBMED_ID	ORGANISM_A_ID	ORGANISM_B_ID
EG176164	EG178711	knl-1	N/A	C02F5.1	F15E11.15	Two-hybrid	Li S (2004)	14704431	6239	6239
EG176164	K11E8.1	knl-1	unc-43	C02F5.1	N/A	Two-hybrid	Li S (2004)	14704431	6239	6239
EG176164	T04C10.2	knl-1	epn-1	C02F5.1	N/A	Two-hybrid	Li S (2004)	14704431	6239	6239
EG176161	EG174254	pbs-6	C06A8.1	C02F5.9	N/A	Two-hybrid	Li S (2004)	14704431	6239	6239
EG176161	EG177467	pbs-6	N/A	C02F5.9	C06G3.6	Two-hybrid	Li S (2004)	14704431	6239	6239
EG176161	EG182401	pbs-6	N/A	C02F5.9	C08E3.9	Two-hybrid	Li S (2004)	14704431	6239	6239
EG176161	EG172134	pbs-6	vha-16	C02F5.9	C30F8.2	Two-hybrid	Li S (2004)	14704431	6239	6239
EG176161	EG180485	pbs-6	N/A	C02F5.9	D1005.1	Two-hybrid	Li S (2004)	14704431	6239	6239
EG176161	EG185757	pbs-6	nhr-111	C02F5.9	F44G3.9	Two-hybrid	Li S (2004)	14704431	6239	6239
EG176161	EG187639	pbs-6	wve-1	C02F5.9	R06C1.3	Two-hybrid	Li S (2004)	14704431	6239	6239
EG176161	EG178732	pbs-6	N/A	C02F5.9	W02G9.3	Two-hybrid	Li S (2004)	14704431	6239	6239
EG176161	EG176637	pbs-6	brp-1	C02F5.9	Y79H2A.1	Two-hybrid	Li S (2004)	14704431	6239	6239
EG176161	EG191159	pbs-6	N/A	C02F5.9	ZC411.1	Two-hybrid	Li S (2004)	14704431	6239	6239
EG176161	EG176348	pbs-6	N/A	C02F5.9	ZK1098.4	Two-hybrid	Li S (2004)	14704431	6239	6239
EG182136	EG181800	pqn-5	abu-1	C03A7.4	AC3.3	Two-hybrid	Li S (2004)	14704431	6239	6239
EG182136	EG178904	pqn-5	abu-8	C03A7.4	C03A7.14	Two-hybrid	Li S (2004)	14704431	6239	6239
EG182136	EG182136	pqn-5	pqn-5	C03A7.4	C03A7.4	Two-hybrid	Li S (2004)	14704431	6239	6239
EG182136	EG174652	pqn-5	collagen	C03A7.4	C09G5.5	Two-hybrid	Li S (2004)	14704431	6239	6239
EG182136	EG173944	pqn-5	lys-8	C03A7.4	C17G10.5	Two-hybrid	Li S (2004)	14704431	6239	6239
EG182136	EG175879	pqn-5	rps-3	C03A7.4	C23G10.3	Two-hybrid	Li S (2004)	14704431	6239	6239
EG182136	EG171949	pqn-5	rpl-13	C03A7.4	C32E8.2	Two-hybrid	Li S (2004)	14704431	6239	6239
EG182136	EG172489	pqn-5	N/A	C03A7.4	F07A5.2	Two-hybrid	Li S (2004)	14704431	6239	6239
EG182136	EG178926	pqn-5	cyp-14A5	C03A7.4	F08F3.7	Two-hybrid	Li S (2004)	14704431	6239	6239
EG182136	EG173840	pqn-5	collagen	C03A7.4	F11G11.11	Two-hybrid	Li S (2004)	14704431	6239	6239
EG182136	EG174955	pqn-5	pqn-32	C03A7.4	F29C12.1	Two-hybrid	Li S (2004)	14704431	6239	6239
EG182136	EG181340	pqn-5	F29G6.3	C03A7.4	N/A	Two-hybrid	Li S (2004)	14704431	6239	6239
EG182136	EG175207	pqn-5	N/A	C03A7.4	F30H5.3	Two-hybrid	Li S (2004)	14704431	6239	6239
EG182136	EG180616	pqn-5	lbp-1	C03A7.4	F40F4.3	Two-hybrid	Li S (2004)	14704431	6239	6239
EG182136	EG185709	pqn-5	N/A	C03A7.4	F43E2.5	Two-hybrid	Li S (2004)	14704431	6239	6239
EG182136	EG177865	pqn-5	N/A	C03A7.4	F44D12.4	Two-hybrid	Li S (2004)	14704431	6239	6239
EG182136	EG174059	pqn-5	N/A	C03A7.4	F58F12.1	Two-hybrid	Li S (2004)	14704431	6239	6239
EG182136	EG172799	pqn-5	ile-1	C03A7.4	K07A1.8	Two-hybrid	Li S (2004)	14704431	6239	6239
EG182136	EG175107	pqn-5	beta-synthase	C03A7.4	K10H10.2	Two-hybrid	Li S (2004)	14704431	6239	6239
EG182136	EG179627	pqn-5	sodh-1	C03A7.4	K12G11.3	Two-hybrid	Li S (2004)	14704431	6239	6239
EG182136	EG175455	pqn-5	N/A	C03A7.4	M01F1.2|rpl-16	Two-hybrid	Li S (2004)	14704431	6239	6239
EG182136	EG174597	pqn-5	N/A	C03A7.4	M02G9.1	Two-hybrid	Li S (2004)	14704431	6239	6239
EG182136	EG174337	pqn-5	N/A	C03A7.4	M195.2	Two-hybrid	Li S (2004)	14704431	6239	6239
EG182136	EG187751	pqn-5	pqn-57	C03A7.4	R09F10.7	Two-hybrid	Li S (2004)	14704431	6239	6239
EG182136	EG176071	pqn-5	rpl-9	C03A7.4	R13A5.8	Two-hybrid	Li S (2004)	14704431	6239	6239
EG182136	EG173404	pqn-5	abu-11	C03A7.4	T01D1.6	Two-hybrid	Li S (2004)	14704431	6239	6239
EG182136	EG172805	pqn-5	rps-19	C03A7.4	T05F1.3	Two-hybrid	Li S (2004)	14704431	6239	6239
EG182136	EG171977	pqn-5	N/A	C03A7.4	T20F5.4	Two-hybrid	Li S (2004)	14704431	6239	6239
EG182136	EG178122	pqn-5	fat-6	C03A7.4	VZK822L.1	Two-hybrid	Li S (2004)	14704431	6239	6239
EG182136	EG174746	pqn-5	phospholipase	C03A7.4	W02B12.1	Two-hybrid	Li S (2004)	14704431	6239	6239
EG182136	EG189167	pqn-5	N/A	C03A7.4	W03G1.5	Two-hybrid	Li S (2004)	14704431	6239	6239
EG182136	W04D2.1	pqn-5	atn-1	C03A7.4	N/A	Two-hybrid	Li S (2004)	14704431	6239	6239
EG182136	EG176499	pqn-5	N/A	C03A7.4	W09D10.1	Two-hybrid	Li S (2004)	14704431	6239	6239
EG182136	EG179428	pqn-5	lys-1	C03A7.4	Y22F5A.4	Two-hybrid	Li S (2004)	14704431	6239	6239
EG182136	EG179429	pqn-5	lys-2	C03A7.4	Y22F5A.5	Two-hybrid	Li S (2004)	14704431	6239	6239
EG182136	EG173858	pqn-5	Peptidase	C03A7.4	Y38A8.2	Two-hybrid	Li S (2004)	14704431	6239	6239
EG182136	EG180264	pqn-5	N/A	C03A7.4	Y39B6A.1	Two-hybrid	Li S (2004)	14704431	6239	6239
EG182136	EG178289	pqn-5	csn-6	C03A7.4	Y67H2A.6	Two-hybrid	Li S (2004)	14704431	6239	6239
EG182136	EG180221	pqn-5	Y69H2.3	C03A7.4	N/A	Two-hybrid	Li S (2004)	14704431	6239	6239
EG182136	Y71F9AL.13	pqn-5	rpl-1	C03A7.4	N/A	Two-hybrid	Li S (2004)	14704431	6239	6239
EG182136	EG174464	pqn-5	pqn-95	C03A7.4	ZK1067.7	Two-hybrid	Li S (2004)	14704431	6239	6239
EG175525	EG175525	rnr-2	rnr-2	C03C10.3	C03C10.3	Two-hybrid	Li S (2004)	14704431	6239	6239
EG182190	H21P03.3	lipase	sms-1	C04B4.3	N/A	Two-hybrid	Li S (2004)	14704431	6239	6239
EG182195	EG172687	N/A	lmn-1	C04C3.2	DY3.2	Two-hybrid	Li S (2004)	14704431	6239	6239
EG172817	EG177342	ikb-1	csn-5	C04F12.3	B0547.1	Two-hybrid	Li S (2004)	14704431	6239	6239
EG172817	EG172817	ikb-1	ikb-1	C04F12.3	C04F12.3	Two-hybrid	Li S (2004)	14704431	6239	6239
EG172817	EG180497	ikb-1	N/A	C04F12.3	C36C9.1	Two-hybrid	Li S (2004)	14704431	6239	6239
EG172817	F25B5.4	ikb-1	ubq-1	C04F12.3	N/A	Two-hybrid	Li S (2004)	14704431	6239	6239
EG172817	EG175844	ikb-1	F25B5.7	C04F12.3	N/A	Two-hybrid	Li S (2004)	14704431	6239	6239
EG172817	EG175946	ikb-1	bath-41	C04F12.3	F37A4.9	Two-hybrid	Li S (2004)	14704431	6239	6239
EG172817	EG173558	ikb-1	N/A	C04F12.3	F52C6.2	Two-hybrid	Li S (2004)	14704431	6239	6239
EG172817	EG176295	ikb-1	nhl-1	C04F12.3	F54G8.4	Two-hybrid	Li S (2004)	14704431	6239	6239
EG172817	EG186725	ikb-1	srx-90	C04F12.3	H12C20.5	Two-hybrid	Li S (2004)	14704431	6239	6239
EG172817	EG172589	ikb-1	N/A	C04F12.3	K04G2.6	Two-hybrid	Li S (2004)	14704431	6239	6239
EG172817	EG187528	ikb-1	N/A	C04F12.3	R02F2.5	Two-hybrid	Li S (2004)	14704431	6239	6239
EG172817	EG188067	ikb-1	N/A	C04F12.3	T04F8.7	Two-hybrid	Li S (2004)	14704431	6239	6239
EG172817	EG180534	ikb-1	vha-15	C04F12.3	T14F9.1	Two-hybrid	Li S (2004)	14704431	6239	6239
EG172817	EG180264	ikb-1	N/A	C04F12.3	Y39B6A.1	Two-hybrid	Li S (2004)	14704431	6239	6239
EG172817	EG179051	ikb-1	N/A	C04F12.3	ZK1055.7	Two-hybrid	Li S (2004)	14704431	6239	6239
EG172817	EG181324	ikb-1	aco-1	C04F12.3	ZK455.1	Two-hybrid	Li S (2004)	14704431	6239	6239
EG182229	EG175638	rnh-1.3	pal-1	C04F12.9	C38D4.6	Two-hybrid	Li S (2004)	14704431	6239	6239
EG182229	EG179345	rnh-1.3	N/A	C04F12.9	F25B3.6	Two-hybrid	Li S (2004)	14704431	6239	6239
EG182229	EG172372	rnh-1.3	N/A	C04F12.9	F57B10.5	Two-hybrid	Li S (2004)	14704431	6239	6239
EG182229	Y24D9A.4	rnh-1.3	rpl-7A	C04F12.9	N/A	Two-hybrid	Li S (2004)	14704431	6239	6239
EG182229	EG176660	rnh-1.3	his-72	C04F12.9	Y49E10.6	Two-hybrid	Li S (2004)	14704431	6239	6239
EG174551	EG173728	N/A	N/A	C05C10.5	F54D10.7	Two-hybrid	Li S (2004)	14704431	6239	6239
EG179117	EG179117	N/A	N/A	C05C8.6	C05C8.6	Two-hybrid	Li S (2004)	14704431	6239	6239
EG179117	EG177706	N/A	rad-26	C05C8.6	C27B7.4	Two-hybrid	Li S (2004)	14704431	6239	6239
EG179117	EG185407	N/A	gst-24	C05C8.6	F37B1.1	Two-hybrid	Li S (2004)	14704431	6239	6239
EG179117	EG178363	N/A	N/A	C05C8.6	F52B11.1	Two-hybrid	Li S (2004)	14704431	6239	6239
EG179117	EG179045	N/A	N/A	C05C8.6	K04A8.6	Two-hybrid	Li S (2004)	14704431	6239	6239
EG179117	Y116F11B.12	N/A	gly-4	C05C8.6	N/A	Two-hybrid	Li S (2004)	14704431	6239	6239
EG179117	EG189381	N/A	N/A	C05C8.6	Y7A5A.2	Two-hybrid	Li S (2004)	14704431	6239	6239
EG175912	EG175526	N/A	N/A	C05D11.10	C03C10.4	Two-hybrid	Li S (2004)	14704431	6239	6239
EG175912	EG180521	N/A	N/A	C05D11.10	F49H12.3	Two-hybrid	Li S (2004)	14704431	6239	6239
EG175912	EG187516	N/A	bbs-5	C05D11.10	R01H10.6	Two-hybrid	Li S (2004)	14704431	6239	6239
EG175912	EG172948	N/A	lst-1	C05D11.10	T22A3.3	Two-hybrid	Li S (2004)	14704431	6239	6239
EG175912	EG179049	N/A	hcp-1	C05D11.10	ZK1055.1	Two-hybrid	Li S (2004)	14704431	6239	6239
EG180468	EG182792	snx-1	N/A	C05D9.1	C18E9.9	Two-hybrid	Li S (2004)	14704431	6239	6239
EG180468	EG178230	snx-1	N/A	C05D9.1	C36H8.1	Two-hybrid	Li S (2004)	14704431	6239	6239
EG180468	EG174475	snx-1	beta-transducin	C05D9.1	D2013.2	Two-hybrid	Li S (2004)	14704431	6239	6239
EG180468	EG177629	snx-1	N/A	C05D9.1	F17E9.5	Two-hybrid	Li S (2004)	14704431	6239	6239
EG180468	EG172915	snx-1	cup-2	C05D9.1	F25D7.1	Two-hybrid	Li S (2004)	14704431	6239	6239
EG180468	EG174994	snx-1	drr-1	C05D9.1	F45H10.4	Two-hybrid	Li S (2004)	14704431	6239	6239
EG180468	EG187528	snx-1	N/A	C05D9.1	R02F2.5	Two-hybrid	Li S (2004)	14704431	6239	6239
EG180468	W06A7.3	snx-1	ret-1	C05D9.1	N/A	Two-hybrid	Li S (2004)	14704431	6239	6239
EG180468	EG176830	snx-1	N/A	C05D9.1	Y38C1AA.7	Two-hybrid	Li S (2004)	14704431	6239	6239
EG180468	EG190399	snx-1	N/A	C05D9.1	Y59A8B.22	Two-hybrid	Li S (2004)	14704431	6239	6239
EG180468	Y75B8A.35	snx-1	zip-1	C05D9.1	N/A	Two-hybrid	Li S (2004)	14704431	6239	6239
EG182275	EG171792	N/A	N/A	C05G5.1	Y39G10AR.8	Two-hybrid	Li S (2004)	14704431	6239	6239
EG182325	EG172061	N/A	rps-10	C06E4.2	D1007.6	Two-hybrid	Li S (2004)	14704431	6239	6239
EG182325	EG177552	N/A	F33D4.6	C06E4.2	N/A	Two-hybrid	Li S (2004)	14704431	6239	6239
EG182325	EG173846	N/A	sgt-1	C06E4.2	R05F9.10	Two-hybrid	Li S (2004)	14704431	6239	6239
EG182325	EG177873	N/A	ndc-80	C06E4.2	W01B6.9	Two-hybrid	Li S (2004)	14704431	6239	6239
EG182325	EG178997	N/A	crt-1	C06E4.2	Y38A10A.5	Two-hybrid	Li S (2004)	14704431	6239	6239
EG180725	EG175827	nhr-35	F01F1.12	C07A12.3	N/A	Two-hybrid	Li S (2004)	14704431	6239	6239
EG180725	EG178997	nhr-35	crt-1	C07A12.3	Y38A10A.5	Two-hybrid	Li S (2004)	14704431	6239	6239
C07F11.1	EG175462	tol-1	nhr-6	N/A	C48D5.1	Two-hybrid	Li S (2004)	14704431	6239	6239
C07F11.1	EG176793	tol-1	Actins	N/A	T25C8.2	Two-hybrid	Li S (2004)	14704431	6239	6239
C07G2.3	EG177937	cct-5	N/A	N/A	F13B12.4	Two-hybrid	Li S (2004)	14704431	6239	6239
EG176067	EG173822	lig-4	N/A	C07H6.1	C27D9.1	Two-hybrid	Li S (2004)	14704431	6239	6239
EG176061	EG180343	cgh-1	rpl-2	C07H6.5	B0250.1	Two-hybrid	Li S (2004)	14704431	6239	6239
EG176061	EG182018	cgh-1	N/A	C07H6.5	B0511.5	Two-hybrid	Li S (2004)	14704431	6239	6239
EG176061	EG172274	cgh-1	C06A5.3	C07H6.5	N/A	Two-hybrid	Li S (2004)	14704431	6239	6239
EG176061	EG175221	cgh-1	orai-1	C07H6.5	C09F5.2	Two-hybrid	Li S (2004)	14704431	6239	6239
EG176061	EG266854	cgh-1	dsh-2	C07H6.5	C27A2.6	Two-hybrid	Li S (2004)	14704431	6239	6239
EG176061	EG175677	cgh-1	N/A	C07H6.5	C27F2.8	Two-hybrid	Li S (2004)	14704431	6239	6239
EG176061	EG179495	cgh-1	D1054.9	C07H6.5	N/A	Two-hybrid	Li S (2004)	14704431	6239	6239
EG176061	EG191813	cgh-1	srd-30	C07H6.5	F07C4.5	Two-hybrid	Li S (2004)	14704431	6239	6239
EG176061	EG178901	cgh-1	N/A	C07H6.5	F14F9.4	Two-hybrid	Li S (2004)	14704431	6239	6239
EG176061	EG172773	cgh-1	skr-2	C07H6.5	F46A9.4	Two-hybrid	Li S (2004)	14704431	6239	6239
EG176061	EG180986	cgh-1	F46H5.3	C07H6.5	N/A	Two-hybrid	Li S (2004)	14704431	6239	6239
EG176061	EG172653	cgh-1	edc-3	C07H6.5	R05D11.8	Two-hybrid	Li S (2004)	14704431	6239	6239
EG176061	EG188957	cgh-1	N/A	C07H6.5	T26H5.4	Two-hybrid	Li S (2004)	14704431	6239	6239
EG176061	EG174836	cgh-1	mex-1	C07H6.5	W03C9.7	Two-hybrid	Li S (2004)	14704431	6239	6239
EG176061	EG180479	cgh-1	W05H7.4	C07H6.5	N/A	Two-hybrid	Li S (2004)	14704431	6239	6239
EG176061	EG173033	cgh-1	nhr-113	C07H6.5	ZK1025.9	Two-hybrid	Li S (2004)	14704431	6239	6239
EG176068	EG179822	lin-39	cuticlin	C07H6.7	F53F1.4	Two-hybrid	Li S (2004)	14704431	6239	6239
EG176068	EG179549	lin-39	N/A	C07H6.7	K10D6.4	Two-hybrid	Li S (2004)	14704431	6239	6239
EG176068	EG178738	lin-39	dhs-14	C07H6.7	R05D8.8	Two-hybrid	Li S (2004)	14704431	6239	6239
EG174284	EG175638	zyg-11	pal-1	C08B11.1	C38D4.6	Two-hybrid	Li S (2004)	14704431	6239	6239
EG174284	F52D10.3	zyg-11	ftt-2	C08B11.1	N/A	Two-hybrid	Li S (2004)	14704431	6239	6239
EG174284	K04F10.6	zyg-11	mut-2	C08B11.1	N/A	Two-hybrid	Li S (2004)	14704431	6239	6239
EG174284	EG171842	zyg-11	N/A	C08B11.1	W03D8.9	Two-hybrid	Li S (2004)	14704431	6239	6239
EG174284	EG177462	zyg-11	him-3	C08B11.1	ZK381.1	Two-hybrid	Li S (2004)	14704431	6239	6239
EG174285	EG177239	hda-2	N/A	C08B11.2	K08F11.2	Two-hybrid	Li S (2004)	14704431	6239	6239
EG174288	EG172408	actin	N/A	C08B11.6	K02F2.2	Two-hybrid	Li S (2004)	14704431	6239	6239
EG178024	EG172251	nhr-67	nhr-2	C08F8.8	C32F10.6	Two-hybrid	Li S (2004)	14704431	6239	6239
EG178024	EG175638	nhr-67	pal-1	C08F8.8	C38D4.6	Two-hybrid	Li S (2004)	14704431	6239	6239
EG178024	EG179971	nhr-67	daf-21	C08F8.8	C47E8.5	Two-hybrid	Li S (2004)	14704431	6239	6239
EG178024	EG180521	nhr-67	N/A	C08F8.8	F49H12.3	Two-hybrid	Li S (2004)	14704431	6239	6239
EG178024	EG179537	nhr-67	N/A	C08F8.8	H19N07.1	Two-hybrid	Li S (2004)	14704431	6239	6239
EG178024	EG172394	nhr-67	unc-37	C08F8.8	W02D3.9	Two-hybrid	Li S (2004)	14704431	6239	6239
EG178024	EG176348	nhr-67	N/A	C08F8.8	ZK1098.4	Two-hybrid	Li S (2004)	14704431	6239	6239
C09D8.1	EG189616	ptp-3	N/A	N/A	Y37D8A.8	Two-hybrid	Li S (2004)	14704431	6239	6239
EG182458	EG182611	pqn-11	srx-117	C09G1.1	C14C11.5	Two-hybrid	Li S (2004)	14704431	6239	6239
EG182458	EG179629	pqn-11	sma-1	C09G1.1	R31.1	Two-hybrid	Li S (2004)	14704431	6239	6239
EG182458	EG172807	pqn-11	N/A	C09G1.1	T05F1.4	Two-hybrid	Li S (2004)	14704431	6239	6239
EG182458	EG174712	pqn-11	YER141W	C09G1.1	T06D8.5	Two-hybrid	Li S (2004)	14704431	6239	6239
EG182458	EG179596	pqn-11	N/A	C09G1.1	T27F2.2	Two-hybrid	Li S (2004)	14704431	6239	6239
EG182458	EG189733	pqn-11	N/A	C09G1.1	Y39B6A.11	Two-hybrid	Li S (2004)	14704431	6239	6239
EG182458	EG175726	pqn-11	ztf-8	C09G1.1	ZC395.8	Two-hybrid	Li S (2004)	14704431	6239	6239
EG182458	ZK328.5	pqn-11	nucleoporin	C09G1.1	N/A	Two-hybrid	Li S (2004)	14704431	6239	6239
EG177658	EG174487	dom-6	N/A	C09G4.3	C06C3.8	Two-hybrid	Li S (2004)	14704431	6239	6239
EG177658	EG182601	dom-6	N/A	C09G4.3	C14C6.3	Two-hybrid	Li S (2004)	14704431	6239	6239
EG177658	EG172251	dom-6	nhr-2	C09G4.3	C32F10.6	Two-hybrid	Li S (2004)	14704431	6239	6239
EG177658	EG181050	dom-6	N/A	C09G4.3	C39D10.7	Two-hybrid	Li S (2004)	14704431	6239	6239
EG177658	EG175975	dom-6	eft-3	C09G4.3	F31E3.5	Two-hybrid	Li S (2004)	14704431	6239	6239
EG177658	EG174926	dom-6	F35C5.5	C09G4.3	clec-62	Two-hybrid	Li S (2004)	14704431	6239	6239
EG177658	EG175604	dom-6	apc-11	C09G4.3	F35G12.9	Two-hybrid	Li S (2004)	14704431	6239	6239
EG177658	EG181574	dom-6	N/A	C09G4.3	F42D1.2	Two-hybrid	Li S (2004)	14704431	6239	6239
EG177658	EG175546	dom-6	nhr-20	C09G4.3	F43C1.4	Two-hybrid	Li S (2004)	14704431	6239	6239
EG177658	EG174768	dom-6	N/A	C09G4.3	F54D5.7	Two-hybrid	Li S (2004)	14704431	6239	6239
EG177658	EG179612	dom-6	hrd-1	C09G4.3	F55A11.3	Two-hybrid	Li S (2004)	14704431	6239	6239
EG177658	EG187465	dom-6	N/A	C09G4.3	M60.4	Two-hybrid	Li S (2004)	14704431	6239	6239
EG177658	EG174161	dom-6	N/A	C09G4.3	T02G5.8|kat-1	Two-hybrid	Li S (2004)	14704431	6239	6239
EG177658	Y73B6A.5	dom-6	lin-45	C09G4.3	N/A	Two-hybrid	Li S (2004)	14704431	6239	6239
EG177658	EG179751	dom-6	N/A	C09G4.3	ZC455.1	Two-hybrid	Li S (2004)	14704431	6239	6239
EG177658	EG191538	dom-6	N/A	C09G4.3	ZK1240.2	Two-hybrid	Li S (2004)	14704431	6239	6239
C09G4.5	EG178259	N/A	rfc-3	mes-6	C39E9.13	Two-hybrid	Li S (2004)	14704431	6239	6239
C09G4.5	F13C5.6	N/A	gei-10	mes-6	N/A	Two-hybrid	Li S (2004)	14704431	6239	6239
C09G4.5	EG177848	N/A	N/A	mes-6	F25H8.2	Two-hybrid	Li S (2004)	14704431	6239	6239
C09G4.5	EG187337	N/A	N/A	mes-6	K12H4.5	Two-hybrid	Li S (2004)	14704431	6239	6239
EG174697	EG180575	nasp-1	tra-4	C09H10.6	F53B3.1	Two-hybrid	Li S (2004)	14704431	6239	6239
C09H6.2	C09H6.2	lin-10	lin-10	N/A	N/A	Two-hybrid	Li S (2004)	14704431	6239	6239
C09H6.2	F17E5.1	lin-10	lin-2	N/A	N/A	Two-hybrid	Li S (2004)	14704431	6239	6239
EG182494	EG189736	npr-3	N/A	C10C6.2	Y39B6A.7	Two-hybrid	Li S (2004)	14704431	6239	6239
EG182494	EG190148	npr-3	N/A	C10C6.2	Y51H4A.8	Two-hybrid	Li S (2004)	14704431	6239	6239
EG182494	EG178455	npr-3	N/A	C10C6.2	Y7A9D.1	Two-hybrid	Li S (2004)	14704431	6239	6239
EG179423	EG174504	C12D8.1	mex-6	N/A	AH6.5	Two-hybrid	Li S (2004)	14704431	6239	6239
EG179423	EG180681	C12D8.1	N/A	N/A	C16B8.3	Two-hybrid	Li S (2004)	14704431	6239	6239
EG179423	C18E9.3	C12D8.1	pqn-14	N/A	N/A	Two-hybrid	Li S (2004)	14704431	6239	6239
EG179423	EG177706	C12D8.1	rad-26	N/A	C27B7.4	Two-hybrid	Li S (2004)	14704431	6239	6239
EG179423	EG177710	C12D8.1	N/A	N/A	D1046.1	Two-hybrid	Li S (2004)	14704431	6239	6239
EG179423	EG174960	C12D8.1	moe-3	N/A	F32A11.6	Two-hybrid	Li S (2004)	14704431	6239	6239
EG179423	EG172691	C12D8.1	F36A2.1	N/A	N/A	Two-hybrid	Li S (2004)	14704431	6239	6239
EG179423	EG173953	C12D8.1	N/A	N/A	F59E12.9	Two-hybrid	Li S (2004)	14704431	6239	6239
EG179423	EG180324	C12D8.1	psa-1	N/A	Y113G7B.23	Two-hybrid	Li S (2004)	14704431	6239	6239
EG179423	EG173277	C12D8.1	tfg-1	N/A	Y63D3A.5	Two-hybrid	Li S (2004)	14704431	6239	6239
EG179423	EG179183	C12D8.1	N/A	N/A	ZC513.6|oma-2	Two-hybrid	Li S (2004)	14704431	6239	6239
EG179423	EG173989	C12D8.1	col-74	N/A	ZK1248.2	Two-hybrid	Li S (2004)	14704431	6239	6239
EG179423	EG176263	C12D8.1	N/A	N/A	ZK643.5	Two-hybrid	Li S (2004)	14704431	6239	6239
EG179423	EG173288	C12D8.1	N/A	N/A	ZK849.1	Two-hybrid	Li S (2004)	14704431	6239	6239
EG179662	EG179853	N/A	N/A	C13C4.5	H37A05.1	Two-hybrid	Li S (2004)	14704431	6239	6239
EG179111	EG179111	N/A	N/A	C13F10.7	C13F10.7	Two-hybrid	Li S (2004)	14704431	6239	6239
EG174638	EG177356	N/A	N/A	C14A4.11	C06E7.4	Two-hybrid	Li S (2004)	14704431	6239	6239
EG174638	EG178232	N/A	flp-9	C14A4.11	C36H8.3	Two-hybrid	Li S (2004)	14704431	6239	6239
EG174638	EG175764	N/A	F09F7.5	C14A4.11	N/A	Two-hybrid	Li S (2004)	14704431	6239	6239
EG174638	T19A5.2	N/A	gck-1	C14A4.11	N/A	Two-hybrid	Li S (2004)	14704431	6239	6239
EG174638	EG178316	N/A	Y45F10A.6	C14A4.11	N/A	Two-hybrid	Li S (2004)	14704431	6239	6239
EG174638	EG176588	N/A	N/A	C14A4.11	Y66D12A.9	Two-hybrid	Li S (2004)	14704431	6239	6239
EG174638	EG178102	N/A	N/A	C14A4.11	ZK792.4	Two-hybrid	Li S (2004)	14704431	6239	6239
EG175473	EG173846	N/A	sgt-1	C14B1.2	R05F9.10	Two-hybrid	Li S (2004)	14704431	6239	6239
C14B9.4	EG171829	plk-1	cpz-1	N/A	F32B5.8	Two-hybrid	Li S (2004)	14704431	6239	6239
C14B9.4	EG179373	plk-1	F46B6.5	N/A	N/A	Two-hybrid	Li S (2004)	14704431	6239	6239
C14B9.4	EG266819	plk-1	pqn-59	N/A	R119.4	Two-hybrid	Li S (2004)	14704431	6239	6239
C14B9.4	T18H9.2	plk-1	asp-2	N/A	N/A	Two-hybrid	Li S (2004)	14704431	6239	6239
EG176146	EG174664	rpl-21	R06F6.8	C14B9.7	N/A	Two-hybrid	Li S (2004)	14704431	6239	6239
EG181055	EG181179	sem-5	N/A	C14F5.5	C11E4.6	Two-hybrid	Li S (2004)	14704431	6239	6239
